baskervilles07	341	30	Hall	Hall	NNP	 Hall))))))))	***	OS	_
baskervilles07	341	31	.	.	.	 .)	***	OS	_

baskervilles08	0	0	Chapter	Chapter	NN	(NP(NP Chapter	***	OS	_
baskervilles08	0	1	8.	8.	NN	 8.	***	OS	_
baskervilles08	0	2	First	First	NNP	 First	***	OS	_
baskervilles08	0	3	Report	Report	NNP	 Report)	***	OS	_
baskervilles08	0	4	of	of	IN	(PP of	***	OS	_
baskervilles08	0	5	Dr.	Dr.	NNP	(NP Dr.	***	OS	_
baskervilles08	0	6	Watson	Watson	NNP	 Watson)))	***	OS	_

baskervilles08	1	0	From	From	IN	(S(PP From	***	OS	_
baskervilles08	1	1	this	this	DT	(NP this	***	OS	_
baskervilles08	1	2	point	point	NN	 point)	***	OS	_
baskervilles08	1	3	onward	onward	RB	(ADVP onward))	***	OS	_
baskervilles08	1	4	I	I	PRP	(NP I)	***	OS	_
baskervilles08	1	5	will	will	MD	(VP will	***	OS	_
baskervilles08	1	6	follow	follow	VB	(VP follow	***	OS	_
baskervilles08	1	7	the	the	DT	(NP(NP the	***	OS	_
baskervilles08	1	8	course	course	NN	 course)	***	OS	_
baskervilles08	1	9	of	of	IN	(PP of	***	OS	_
baskervilles08	1	10	events	event	NNS	(NP events)))	***	OS	_
baskervilles08	1	11	by	by	IN	(PP by	***	OS	_
baskervilles08	1	12	transcribing	transcribe	VBG	(S(VP transcribing	***	OS	_
baskervilles08	1	13	my	my	PRP$	(NP my	***	OS	_
baskervilles08	1	14	own	own	JJ	 own	***	OS	_
baskervilles08	1	15	letters	letter	NNS	 letters)	***	OS	_
baskervilles08	1	16	to	to	TO	(PP to	***	OS	_
baskervilles08	1	17	Mr.	Mr.	NNP	(NP(NP Mr.	***	OS	_
baskervilles08	1	18	Sherlock	Sherlock	NNP	 Sherlock	***	OS	_
baskervilles08	1	19	Holmes	Holmes	NNP	 Holmes)	***	OS	_
baskervilles08	1	20	which	which	WDT	(SBAR(WHNP which)	***	OS	_
baskervilles08	1	21	lie	lie	VBP	(S(VP lie	***	OS	_
baskervilles08	1	22	before	before	IN	(PP before	***	OS	_
baskervilles08	1	23	me	me	PRP	(NP me))	***	OS	_
baskervilles08	1	24	on	on	IN	(PP on	***	OS	_
baskervilles08	1	25	the	the	DT	(NP the	***	OS	_
baskervilles08	1	26	table	table	NN	 table))))))))))))	***	OS	_
baskervilles08	1	27	.	.	.	 .)	***	OS	_

baskervilles08	2	0	One	One	CD	(S(S(NP One	***	OS	_
baskervilles08	2	1	page	page	NN	 page)	***	OS	_
baskervilles08	2	2	is	be	VBZ	(VP is	***	OS	_
baskervilles08	2	3	missing	miss	VBG	(ADJP missing)))	***	OS	_
baskervilles08	2	4	,	,	,	 ,	***	OS	_
baskervilles08	2	5	but	but	CC	 but	***	OS	_
baskervilles08	2	6	otherwise	otherwise	RB	(S(ADVP otherwise)	***	OS	_
baskervilles08	2	7	they	they	PRP	(NP they)	***	OS	_
baskervilles08	2	8	are	be	VBP	(VP(VP are	***	OS	_
baskervilles08	2	9	exactly	exactly	RB	(ADVP exactly)	***	OS	_
baskervilles08	2	10	as	as	RB	(ADJP as	***	OS	_
baskervilles08	2	11	written	write	VBN	 written))	***	OS	_
baskervilles08	2	12	and	and	CC	 and	***	OS	_
baskervilles08	2	13	show	show	VBP	(VP show	***	OS	_
baskervilles08	2	14	my	my	PRP$	(NP(NP my	***	OS	_
baskervilles08	2	15	feelings	feeling	NNS	 feelings	***	OS	_
baskervilles08	2	16	and	and	CC	 and	***	OS	_
baskervilles08	2	17	suspicions	suspicion	NNS	 suspicions)	***	OS	_
baskervilles08	2	18	of	of	IN	(PP of	***	OS	_
baskervilles08	2	19	the	the	DT	(NP the	***	OS	_
baskervilles08	2	20	moment	moment	NN	 moment)))	***	OS	_
baskervilles08	2	21	more	more	RBR	(ADVP(ADVP more	***	OS	_
baskervilles08	2	22	accurately	accurately	RB	 accurately)	***	OS	_
baskervilles08	2	23	than	than	IN	(SBAR than	***	OS	_
baskervilles08	2	24	my	my	PRP$	(S(NP my	***	OS	_
baskervilles08	2	25	memory	memory	NN	 memory)	***	OS	_
baskervilles08	2	26	,	,	,	 ,	***	OS	_
baskervilles08	2	27	clear	clear	RB	(SBAR clear	***	OS	_
baskervilles08	2	28	as	as	IN	 as	***	OS	_
baskervilles08	2	29	it	it	PRP	(S(NP it)	***	OS	_
baskervilles08	2	30	is	be	VBZ	(VP is	***	OS	_
baskervilles08	2	31	upon	upon	IN	(PP upon	***	OS	_
baskervilles08	2	32	these	these	DT	(NP these	***	OS	_
baskervilles08	2	33	tragic	tragic	JJ	 tragic	***	OS	_
baskervilles08	2	34	events	event	NNS	 events)))))	***	OS	_
baskervilles08	2	35	,	,	,	 ,	***	OS	_
baskervilles08	2	36	can	can	MD	(VP can	***	OS	_
baskervilles08	2	37	possibly	possibly	RB	(ADVP possibly)	***	OS	_
baskervilles08	2	38	do	do	VB	(VP do))))))))	***	OS	_
baskervilles08	2	39	.	.	.	 .)	***	OS	_

baskervilles08	3	0	Baskerville	Baskerville	NNP	(NP(NP Baskerville	***	OS	_
baskervilles08	3	1	Hall	Hall	NNP	 Hall)	***	OS	_
baskervilles08	3	2	,	,	,	 ,	***	OS	_
baskervilles08	3	3	October	October	NNP	(NP October	***	OS	_
baskervilles08	3	4	13th	13th	JJ	 13th)	***	OS	_
baskervilles08	3	5	.	.	.	 .)	***	OS	_

baskervilles08	4	0	MY	MY	PRP$	(NP MY	***	OS	_
baskervilles08	4	1	DEAR	DEAR	RB	 DEAR	***	OS	_
baskervilles08	4	2	HOLMES	HOLMES	NNP	 HOLMES	***	OS	_
baskervilles08	4	3	:	:	:	 :)	***	OS	_

baskervilles08	5	0	My	My	PRP$	(S(NP My	***	OS	_
baskervilles08	5	1	previous	previous	JJ	 previous	***	OS	_
baskervilles08	5	2	letters	letter	NNS	 letters	***	OS	_
baskervilles08	5	3	and	and	CC	 and	***	OS	_
baskervilles08	5	4	telegrams	telegram	NNS	 telegrams)	***	OS	_
baskervilles08	5	5	have	have	VBP	(VP have	***	OS	_
baskervilles08	5	6	kept	keep	VBN	(VP kept	***	OS	_
baskervilles08	5	7	you	you	PRP	(NP you)	***	OS	_
baskervilles08	5	8	pretty	pretty	RB	(ADVP pretty	***	OS	_
baskervilles08	5	9	well	well	RB	 well)	***	OS	_
baskervilles08	5	10	up	up	IN	(PP up	***	OS	_
baskervilles08	5	11	to	to	TO	(PP to	***	OS	_
baskervilles08	5	12	date	date	NN	(NP date)	***	OS	_
baskervilles08	5	13	as	as	IN	(PP as	***	OS	_
baskervilles08	5	14	to	to	TO	(PP to	***	OS	_
baskervilles08	5	15	all	all	DT	(NP(NP all)	***	OS	_
baskervilles08	5	16	that	that	WDT	(SBAR(WHNP that)	***	OS	_
baskervilles08	5	17	has	have	VBZ	(S(VP has	***	OS	_
baskervilles08	5	18	occurred	occur	VBN	(VP occurred	***	OS	_
baskervilles08	5	19	in	in	IN	(PP in	***	OS	_
baskervilles08	5	20	this	this	DT	(NP(NP this	***	OS	_
baskervilles08	5	21	most	most	RBS	(ADJP most	***	OS	_
baskervilles08	5	22	God-forsaken	God-forsaken	JJ	 God-forsaken)	***	OS	_
baskervilles08	5	23	corner	corner	NN	 corner)	***	OS	_
baskervilles08	5	24	of	of	IN	(PP of	***	OS	_
baskervilles08	5	25	the	the	DT	(NP the	***	OS	_
baskervilles08	5	26	world	world	NN	 world)))))))))))))))	***	OS	_
baskervilles08	5	27	.	.	.	 .)	***	OS	_

baskervilles08	6	0	The	The	DT	(S(S(NP The	***	OS	_
baskervilles08	6	1	longer	long	JJR	 longer	***	OS	_
baskervilles08	6	2	one	one	CD	 one)	***	OS	_
baskervilles08	6	3	stays	stay	VBZ	(VP stays	***	OS	_
baskervilles08	6	4	here	here	RB	(ADVP here)	***	OS	_
baskervilles08	6	5	the	the	DT	(NP the	***	OS	_
baskervilles08	6	6	more	more	JJR	 more)))	***	OS	_
baskervilles08	6	7	does	do	VBZ	(VP does	***	OS	_
baskervilles08	6	8	the	the	DT	(NP(NP the	***	OS	_
baskervilles08	6	9	spirit	spirit	NN	 spirit)	***	OS	_
baskervilles08	6	10	of	of	IN	(PP of	***	OS	_
baskervilles08	6	11	the	the	DT	(NP the	***	OS	_
baskervilles08	6	12	moor	moor	NN	 moor	***	OS	_
baskervilles08	6	13	sink	sink	NN	 sink))	***	OS	_
baskervilles08	6	14	into	into	IN	(PP into	***	OS	_
baskervilles08	6	15	one	one	CD	(NP(NP(NP one	***	OS	_
baskervilles08	6	16	's	's	POS	 's)	***	OS	_
baskervilles08	6	17	soul	soul	NN	 soul)	***	OS	_
baskervilles08	6	18	,	,	,	 ,	***	OS	_
baskervilles08	6	19	its	its	PRP$	(NP its	***	OS	_
baskervilles08	6	20	vastness	vastness	NN	 vastness)	***	OS	_
baskervilles08	6	21	,	,	,	 ,	***	OS	_
baskervilles08	6	22	and	and	CC	 and	***	OS	_
baskervilles08	6	23	also	also	RB	 also	***	OS	_
baskervilles08	6	24	its	its	PRP$	(NP its	***	OS	_
baskervilles08	6	25	grim	grim	JJ	 grim	***	OS	_
baskervilles08	6	26	charm	charm	NN	 charm)))))	***	OS	_
baskervilles08	6	27	.	.	.	 .)	***	OS	_

baskervilles08	7	0	When	When	WRB	(S(SBAR(WHADVP When)	***	OS	_
baskervilles08	7	1	you	you	PRP	(S(S(NP you)	***	OS	_
baskervilles08	7	2	are	be	VBP	(VP are	***	OS	_
baskervilles08	7	3	once	once	RB	(ADVP once)	***	OS	_
baskervilles08	7	4	out	out	IN	(PP out	***	OS	_
baskervilles08	7	5	upon	upon	IN	(PP upon	***	OS	_
baskervilles08	7	6	its	its	PRP$	(NP its	***	OS	_
baskervilles08	7	7	bosom	bosom	NN	 bosom	***	OS	_
baskervilles08	7	8	you	you	PRP	(S(NP you)	***	OS	_
baskervilles08	7	9	have	have	VBP	(VP have	***	OS	_
baskervilles08	7	10	left	leave	VBN	(VP left	***	OS	_
baskervilles08	7	11	all	all	DT	(NP(NP all	***	OS	_
baskervilles08	7	12	traces	trace	NNS	 traces)	***	OS	_
baskervilles08	7	13	of	of	IN	(PP of	***	OS	_
baskervilles08	7	14	modern	modern	JJ	(NP modern	***	OS	_
baskervilles08	7	15	England	England	NNP	 England)))	***	OS	_
baskervilles08	7	16	behind	behind	IN	(PP behind	***	OS	_
baskervilles08	7	17	you	you	PRP	(NP you))))))))))	***	OS	_
baskervilles08	7	18	,	,	,	 ,	***	OS	_
baskervilles08	7	19	but	but	CC	 but	***	OS	_
baskervilles08	7	20	,	,	,	 ,	***	OS	_
baskervilles08	7	21	on	on	IN	(PP on	***	OS	_
baskervilles08	7	22	the	the	DT	(NP the	***	OS	_
baskervilles08	7	23	other	other	JJ	 other	***	OS	_
baskervilles08	7	24	hand	hand	NN	 hand))))	***	OS	_
baskervilles08	7	25	,	,	,	 ,	***	OS	_
baskervilles08	7	26	you	you	PRP	(NP you)	***	OS	_
baskervilles08	7	27	are	be	VBP	(VP are	***	OS	_
baskervilles08	7	28	conscious	conscious	JJ	(ADJP conscious)	***	OS	_
baskervilles08	7	29	everywhere	everywhere	RB	(ADVP everywhere)	***	OS	_
baskervilles08	7	30	of	of	IN	(PP of	***	OS	_
baskervilles08	7	31	the	the	DT	(NP(NP the	***	OS	_
baskervilles08	7	32	homes	home	NNS	 homes)	***	OS	_
baskervilles08	7	33	and	and	CC	 and	***	OS	_
baskervilles08	7	34	the	the	DT	(NP(NP the	***	OS	_
baskervilles08	7	35	work	work	NN	 work)	***	OS	_
baskervilles08	7	36	of	of	IN	(PP of	***	OS	_
baskervilles08	7	37	the	the	DT	(NP the	***	OS	_
baskervilles08	7	38	prehistoric	prehistoric	JJ	 prehistoric	***	OS	_
baskervilles08	7	39	people	people	NNS	 people))))))	***	OS	_
baskervilles08	7	40	.	.	.	 .)	***	OS	_

baskervilles08	8	0	On	On	IN	(S(SBAR(PP On	***	OS	_
baskervilles08	8	1	all	all	DT	(NP(NP all	***	OS	_
baskervilles08	8	2	sides	side	NNS	 sides)	***	OS	_
baskervilles08	8	3	of	of	IN	(PP of	***	OS	_
baskervilles08	8	4	you	you	PRP	(NP you))))	***	OS	_
baskervilles08	8	5	as	as	IN	 as	***	OS	_
baskervilles08	8	6	you	you	PRP	(S(NP you)	***	OS	_
baskervilles08	8	7	walk	walk	VBP	(VP walk)))	***	OS	_
baskervilles08	8	8	are	be	VBP	(VP are	***	OS	_
baskervilles08	8	9	the	the	DT	(NP(NP the	***	OS	_
baskervilles08	8	10	houses	house	NNS	 houses)	***	OS	_
baskervilles08	8	11	of	of	IN	(PP of	***	OS	_
baskervilles08	8	12	these	these	DT	(NP(NP these	***	OS	_
baskervilles08	8	13	forgotten	forget	VBN	 forgotten	***	OS	_
baskervilles08	8	14	folk	folk	NN	 folk)	***	OS	_
baskervilles08	8	15	,	,	,	 ,	***	OS	_
baskervilles08	8	16	with	with	IN	(PP with	***	OS	_
baskervilles08	8	17	their	their	PRP$	(NP their	***	OS	_
baskervilles08	8	18	graves	grave	NNP	 graves	***	OS	_
baskervilles08	8	19	and	and	CC	 and	***	OS	_
baskervilles08	8	20	the	the	DT	 the	***	OS	_
baskervilles08	8	21	huge	huge	JJ	 huge	***	OS	_
baskervilles08	8	22	monoliths	monolith	NNS	 monoliths))))	***	OS	_
baskervilles08	8	23	which	which	WDT	(SBAR(WHNP which)	***	OS	_
baskervilles08	8	24	are	be	VBP	(S(VP are	***	OS	_
baskervilles08	8	25	supposed	suppose	VBN	(VP supposed	***	OS	_
baskervilles08	8	26	to	to	TO	(S(VP to	***	OS	_
baskervilles08	8	27	have	have	VB	(VP have	***	OS	_
baskervilles08	8	28	marked	mark	VBN	(VP marked	***	OS	_
baskervilles08	8	29	their	their	PRP$	(NP their	***	OS	_
baskervilles08	8	30	temples	temple	NNS	 temples)))))))))))	***	OS	_
baskervilles08	8	31	.	.	.	 .)	***	OS	_

baskervilles08	9	0	As	As	IN	(S(SBAR As	***	OS	_
baskervilles08	9	1	you	you	PRP	(S(NP you)	***	OS	_
baskervilles08	9	2	look	look	VBP	(VP look	***	OS	_
baskervilles08	9	3	at	at	IN	(PP at	***	OS	_
baskervilles08	9	4	their	their	PRP$	(NP their	***	OS	_
baskervilles08	9	5	gray	gray	JJ	 gray	***	OS	_
baskervilles08	9	6	stone	stone	NN	 stone	***	OS	_
baskervilles08	9	7	huts	hut	NNS	 huts))	***	OS	_
baskervilles08	9	8	against	against	IN	(PP against	***	OS	_
baskervilles08	9	9	the	the	DT	(NP the	***	OS	_
baskervilles08	9	10	scarred	scar	VBN	 scarred	***	OS	_
baskervilles08	9	11	hillsides	hillside	NNS	 hillsides)))))	***	OS	_
baskervilles08	9	12	you	you	PRP	(NP you)	***	OS	_
baskervilles08	9	13	leave	leave	VBP	(VP leave	***	OS	_
baskervilles08	9	14	your	your	PRP$	(NP your	***	OS	_
baskervilles08	9	15	own	own	JJ	 own	***	OS	_
baskervilles08	9	16	age	age	NN	 age)	***	OS	_
baskervilles08	9	17	behind	behind	IN	(PP behind	***	OS	_
baskervilles08	9	18	you	you	PRP	(NP you))	***	OS	_
baskervilles08	9	19	,	,	,	 ,	***	OS	_
baskervilles08	9	20	and	and	CC	(SBAR(S and	***	OS	_
baskervilles08	9	21	if	if	IN	(SBAR if	***	OS	_
baskervilles08	9	22	you	you	PRP	(S(NP you)	***	OS	_
baskervilles08	9	23	were	be	VBD	(VP were	***	OS	_
baskervilles08	9	24	to	to	TO	(S(VP to	***	OS	_
baskervilles08	9	25	see	see	VB	(VP see	***	OS	_
baskervilles08	9	26	a	a	DT	(S(NP a	***	OS	_
baskervilles08	9	27	skin-clad	skin-clad	JJ	 skin-clad	***	OS	_
baskervilles08	9	28	,	,	,	 ,	***	OS	_
baskervilles08	9	29	hairy	hairy	JJ	 hairy	***	OS	_
baskervilles08	9	30	man	man	NN	 man)	***	OS	_
baskervilles08	9	31	crawl	crawl	VB	(VP crawl	***	OS	_
baskervilles08	9	32	out	out	RP	(PRT out)	***	OS	_
baskervilles08	9	33	from	from	IN	(PP from	***	OS	_
baskervilles08	9	34	the	the	DT	(NP(NP the	***	OS	_
baskervilles08	9	35	low	low	JJ	 low	***	OS	_
baskervilles08	9	36	door	door	NN	 door)	***	OS	_
baskervilles08	9	37	fitting	fit	JJ	(PP fitting	***	OS	_
baskervilles08	9	38	a	a	DT	(ADVP(NP a	***	OS	_
baskervilles08	9	39	flint-tipped	flint-tipped	JJ	 flint-tipped	***	OS	_
baskervilles08	9	40	arrow	arrow	NN	 arrow)	***	OS	_
baskervilles08	9	41	on	on	IN	 on)	***	OS	_
baskervilles08	9	42	to	to	TO	 to	***	OS	_
baskervilles08	9	43	the	the	DT	(NP(NP the	***	OS	_
baskervilles08	9	44	string	string	NN	 string)	***	OS	_
baskervilles08	9	45	of	of	IN	(PP of	***	OS	_
baskervilles08	9	46	his	his	PRP$	(NP his	***	OS	_
baskervilles08	9	47	bow	bow	NN	 bow))))))))))))))	***	OS	_
baskervilles08	9	48	,	,	,	 ,	***	OS	_
baskervilles08	9	49	you	you	PRP	(NP you)	***	OS	_
baskervilles08	9	50	would	would	MD	(VP would	***	OS	_
baskervilles08	9	51	feel	feel	VB	(VP feel	***	OS	_
baskervilles08	9	52	that	that	IN	(SBAR that	***	OS	_
baskervilles08	9	53	his	his	PRP$	(S(NP his	***	OS	_
baskervilles08	9	54	presence	presence	NN	 presence	***	OS	_
baskervilles08	9	55	there	there	EX	 there)	***	OS	_
baskervilles08	9	56	was	be	VBD	(VP was	***	OS	_
baskervilles08	9	57	more	more	RBR	(ADJP more	***	OS	_
baskervilles08	9	58	natural	natural	JJ	 natural	***	OS	_
baskervilles08	9	59	than	than	IN	(PP than	***	OS	_
baskervilles08	9	60	your	your	PRP$	(NP your	***	OS	_
baskervilles08	9	61	own	own	JJ	 own)))))))))))	***	OS	_
baskervilles08	9	62	.	.	.	 .)	***	OS	_

baskervilles08	10_1	0	The	The	DT	(S(NP The	_	OS	_
baskervilles08	10_1	1	strange	strange	JJ	 strange	_	OS	_
baskervilles08	10_1	2	thing	thing	NN	 thing)	_	OS	_
baskervilles08	10_1	3	is	be	VBZ	(VP is	_	OS	_
baskervilles08	10_1	4	that	that	IN	(SBAR that	_	OS	_
baskervilles08	10_1	5	they	they	PRP	(S(NP they)	_	OS	_
baskervilles08	10_1	6	should	should	MD	(VP should	_	OS	_
baskervilles08	10_1	7	have	have	VB	(VP have	_	OS	_
baskervilles08	10_1	8	lived	live	VBN	(VP lived	_	OS	_
baskervilles08	10_1	9	so	so	RB	(ADVP so	_	OS	_
baskervilles08	10_1	10	thickly	thickly	RB	 thickly)	_	OS	_
baskervilles08	10_1	11	on	on	IN	(PP on	_	OS	_
baskervilles08	10_1	12	what	what	WP	(SBAR(WHNP what)	_	OS	_
baskervilles08	10_1	13	must	must	MD	(S(VP must	_	OS	_
baskervilles08	10_1	14	always	always	RB	(ADVP always)	_	OS	_
baskervilles08	10_1	15	have	have	VB	(VP have	_	OS	_
baskervilles08	10_1	16	been	be	VBN	(VP been	_	OS	_
baskervilles08	10_1	17	most	most	RBS	(NP(ADJP most	_	IS	_
baskervilles08	10_1	18	unfruitful	unfruitful	JJ	 unfruitful)	un	IS	_
baskervilles08	10_1	19	soil	soil	NN	 soil)))))))))))))	_	IS	_
baskervilles08	10_1	20	.	.	.	 .)	_	OS	_

baskervilles08	11_1	0	I	I	PRP	(S(S(NP I)	_	IS	_
baskervilles08	11_1	1	am	be	VBP	(VP am	_	IS	_
baskervilles08	11_1	2	no	no	RB	(ADJP no	no	OS	_
baskervilles08	11_1	3	antiquarian	antiquarian	JJ	 antiquarian)))	_	IS	antiquarian
baskervilles08	11_1	4	,	,	,	 ,	_	OS	_
baskervilles08	11_1	5	but	but	CC	 but	_	OS	_
baskervilles08	11_1	6	I	I	PRP	(S(NP I)	_	OS	_
baskervilles08	11_1	7	could	could	MD	(VP could	_	OS	_
baskervilles08	11_1	8	imagine	imagine	VB	(VP imagine	_	OS	_
baskervilles08	11_1	9	that	that	IN	(SBAR that	_	OS	_
baskervilles08	11_1	10	they	they	PRP	(S(NP they)	_	OS	_
baskervilles08	11_1	11	were	be	VBD	(VP were	_	OS	_
baskervilles08	11_1	12	some	some	DT	(NP(NP some	_	OS	_
baskervilles08	11_1	13	unwarlike	unwarlike	JJ	(ADJP unwarlike	_	OS	_
baskervilles08	11_1	14	and	and	CC	 and	_	OS	_
baskervilles08	11_1	15	harried	harried	VBN	 harried)	_	OS	_
baskervilles08	11_1	16	race	race	NN	 race)	_	OS	_
baskervilles08	11_1	17	who	who	WP	(SBAR(WHNP who)	_	OS	_
baskervilles08	11_1	18	were	be	VBD	(S(VP were	_	OS	_
baskervilles08	11_1	19	forced	force	VBN	(VP forced	_	OS	_
baskervilles08	11_1	20	to	to	TO	(S(VP to	_	OS	_
baskervilles08	11_1	21	accept	accept	VB	(VP accept	_	OS	_
baskervilles08	11_1	22	that	that	IN	(SBAR(WHPP that	_	OS	_
baskervilles08	11_1	23	which	which	WDT	(WHNP which))	_	OS	_
baskervilles08	11_1	24	none	none	NN	(S(NP none	_	OS	_
baskervilles08	11_1	25	other	other	JJ	 other)	_	OS	_
baskervilles08	11_1	26	would	would	MD	(VP would	_	OS	_
baskervilles08	11_1	27	occupy	occupy	VB	(VP occupy))))))))))))))))))	_	OS	_
baskervilles08	11_1	28	.	.	.	 .)	_	OS	_

baskervilles08	11_2	0	I	I	PRP	(S(S(NP I)	_	OS	_
baskervilles08	11_2	1	am	be	VBP	(VP am	_	OS	_
baskervilles08	11_2	2	no	no	RB	(ADJP no	_	OS	_
baskervilles08	11_2	3	antiquarian	antiquarian	JJ	 antiquarian)))	_	OS	_
baskervilles08	11_2	4	,	,	,	 ,	_	OS	_
baskervilles08	11_2	5	but	but	CC	 but	_	OS	_
baskervilles08	11_2	6	I	I	PRP	(S(NP I)	_	OS	_
baskervilles08	11_2	7	could	could	MD	(VP could	_	OS	_
baskervilles08	11_2	8	imagine	imagine	VB	(VP imagine	_	OS	_
baskervilles08	11_2	9	that	that	IN	(SBAR that	_	OS	_
baskervilles08	11_2	10	they	they	PRP	(S(NP they)	_	OS	_
baskervilles08	11_2	11	were	be	VBD	(VP were	_	OS	_
baskervilles08	11_2	12	some	some	DT	(NP(NP some	_	OS	_
baskervilles08	11_2	13	unwarlike	unwarlike	JJ	(ADJP unwarlike	_	OS	_
baskervilles08	11_2	14	and	and	CC	 and	_	OS	_
baskervilles08	11_2	15	harried	harried	VBN	 harried)	_	OS	_
baskervilles08	11_2	16	race	race	NN	 race)	_	OS	_
baskervilles08	11_2	17	who	who	WP	(SBAR(WHNP who)	_	OS	_
baskervilles08	11_2	18	were	be	VBD	(S(VP were	_	OS	_
baskervilles08	11_2	19	forced	force	VBN	(VP forced	_	OS	_
baskervilles08	11_2	20	to	to	TO	(S(VP to	_	OS	_
baskervilles08	11_2	21	accept	accept	VB	(VP accept	_	OS	_
baskervilles08	11_2	22	that	that	IN	(SBAR(WHPP that	_	OS	_
baskervilles08	11_2	23	which	which	WDT	(WHNP which))	_	IS	_
baskervilles08	11_2	24	none	none	NN	(S(NP none	none	OS	_
baskervilles08	11_2	25	other	other	JJ	 other)	_	IS	_
baskervilles08	11_2	26	would	would	MD	(VP would	_	IS	_
baskervilles08	11_2	27	occupy	occupy	VB	(VP occupy))))))))))))))))))	_	IS	_
baskervilles08	11_2	28	.	.	.	 .)	_	OS	_

baskervilles08	11_3	0	I	I	PRP	(S(S(NP I)	_	OS	_
baskervilles08	11_3	1	am	be	VBP	(VP am	_	OS	_
baskervilles08	11_3	2	no	no	RB	(ADJP no	_	OS	_
baskervilles08	11_3	3	antiquarian	antiquarian	JJ	 antiquarian)))	_	OS	_
baskervilles08	11_3	4	,	,	,	 ,	_	OS	_
baskervilles08	11_3	5	but	but	CC	 but	_	OS	_
baskervilles08	11_3	6	I	I	PRP	(S(NP I)	_	OS	_
baskervilles08	11_3	7	could	could	MD	(VP could	_	OS	_
baskervilles08	11_3	8	imagine	imagine	VB	(VP imagine	_	OS	_
baskervilles08	11_3	9	that	that	IN	(SBAR that	_	OS	_
baskervilles08	11_3	10	they	they	PRP	(S(NP they)	_	IS	_
baskervilles08	11_3	11	were	be	VBD	(VP were	_	IS	_
baskervilles08	11_3	12	some	some	DT	(NP(NP some	_	IS	_
baskervilles08	11_3	13	unwarlike	unwarlike	JJ	(ADJP unwarlike	un	IS	warlike
baskervilles08	11_3	14	and	and	CC	 and	_	OS	_
baskervilles08	11_3	15	harried	harried	VBN	 harried)	_	OS	_
baskervilles08	11_3	16	race	race	NN	 race)	_	IS	_
baskervilles08	11_3	17	who	who	WP	(SBAR(WHNP who)	_	IS	_
baskervilles08	11_3	18	were	be	VBD	(S(VP were	_	IS	_
baskervilles08	11_3	19	forced	force	VBN	(VP forced	_	IS	_
baskervilles08	11_3	20	to	to	TO	(S(VP to	_	IS	_
baskervilles08	11_3	21	accept	accept	VB	(VP accept	_	IS	_
baskervilles08	11_3	22	that	that	IN	(SBAR(WHPP that	_	IS	_
baskervilles08	11_3	23	which	which	WDT	(WHNP which))	_	IS	_
baskervilles08	11_3	24	none	none	NN	(S(NP none	_	IS	_
baskervilles08	11_3	25	other	other	JJ	 other)	_	IS	_
baskervilles08	11_3	26	would	would	MD	(VP would	_	IS	_
baskervilles08	11_3	27	occupy	occupy	VB	(VP occupy))))))))))))))))))	_	IS	_
baskervilles08	11_3	28	.	.	.	 .)	_	OS	_

baskervilles08	12_1	0	All	All	PDT	(S(NP All	_	IS	_
baskervilles08	12_1	1	this	this	DT	 this)	_	IS	_
baskervilles08	12_1	2	,	,	,	 ,	_	OS	_
baskervilles08	12_1	3	however	however	RB	(ADVP however)	_	OS	_
baskervilles08	12_1	4	,	,	,	 ,	_	OS	_
baskervilles08	12_1	5	is	be	VBZ	(VP(VP is	_	OS	_
baskervilles08	12_1	6	foreign	foreign	JJ	(ADJP foreign	_	OS	_
baskervilles08	12_1	7	to	to	TO	(PP to	_	OS	_
baskervilles08	12_1	8	the	the	DT	(NP(NP the	_	OS	_
baskervilles08	12_1	9	mission	mission	NN	 mission)	_	OS	_
baskervilles08	12_1	10	on	on	IN	(SBAR(WHPP on	_	OS	_
baskervilles08	12_1	11	which	which	WDT	(WHNP which))	_	OS	_
baskervilles08	12_1	12	you	you	PRP	(S(NP you)	_	OS	_
baskervilles08	12_1	13	sent	send	VBD	(VP sent	_	OS	_
baskervilles08	12_1	14	me	me	PRP	(NP me))))))))	_	OS	_
baskervilles08	12_1	15	and	and	CC	 and	_	OS	_
baskervilles08	12_1	16	will	will	MD	(VP will	_	IS	_
baskervilles08	12_1	17	probably	probably	RB	(ADVP probably)	_	OS	_
baskervilles08	12_1	18	be	be	VB	(VP be	_	IS	_
baskervilles08	12_1	19	very	very	RB	(ADJP very	_	IS	_
baskervilles08	12_1	20	uninteresting	uninteresting	JJ	 uninteresting	un	IS	_
baskervilles08	12_1	21	to	to	TO	(PP to	_	IS	_
baskervilles08	12_1	22	your	your	PRP$	(NP your	_	IS	_
baskervilles08	12_1	23	severely	severely	RB	(ADJP severely	_	IS	_
baskervilles08	12_1	24	practical	practical	JJ	 practical)	_	IS	_
baskervilles08	12_1	25	mind	mind	NN	 mind))))))	_	IS	_
baskervilles08	12_1	26	.	.	.	 .)	_	OS	_

baskervilles08	13	0	I	I	PRP	(S(NP I)	***	OS	_
baskervilles08	13	1	can	can	MD	(VP can	***	OS	_
baskervilles08	13	2	still	still	RB	(ADVP still)	***	OS	_
baskervilles08	13	3	remember	remember	VB	(VP remember	***	OS	_
